general-only,survey-response,race,district,full-name,last-name,dob,residence,party,jurisdiction,web,social-fb,social-tw,headshot,education,background,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,sn1,sn2,sn3,sn4,sn5,sn6,sn7,sn8,sn9,sn10,sn11,sn12
,YES,Representative in Congress,3,John Sarbanes,Sarbanes,05/22/1962,Towson,Democratic,Baltimore County,http://www.johnsarbanes.com,jsarbanes,JohnSarbanes,http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/296249/4299807/95-1d976555e59b57e75e8c61168aba7bd8_clarke_07126_0107.jpg,"I graduated from the Woodrow Wilson School of Public and International Affairs at Princeton University, studied law and politics in Greece on a Fulbright Scholarship, and graduated from Harvard Law School.","Before coming to Congress, I served for seven years with the Maryland State Department of Education, working to make Maryland's public school system one of the best in the nation. I also practiced law for eighteen years, representing hospitals and senior living providers in their mission to deliver high-quality health care to the people of Maryland. Throughout my career, I have been proud to work with public interest organizations in Maryland, like the Public Justice Center, where I championed efforts to protect consumers, provide decent public housing and ensure fair treatment in the workplace.","Like many Marylanders, I was dismayed by the results of the presidential election. President Trump ran a divisive campaign, fueled by resentment and centered on a policy agenda at odds with many of my core values. Since his election, President Trump has done nothing to ease my concerns about his views, temperament or policy goals. Trump has led Republican efforts to try and repeal the Affordable Care Act, signed into law a massive tax giveaway for corporations and wealthy Americans, banned refugees from Muslim-majority nations from entering our country, targeted our most vulnerable immigrants for deportation and rescinded protections against deportation for Dreamers, and attacked essential environmental protections. These examples are just a few of the many misguided and destructive policies the President supports. Furthermore, the President has made reckless threats against nuclear-armed North Korea and expanded military operations across the Middle East, all while increasing tensions with and sowing confusion among our allies with disjointed and often irresponsible statements on international affairs. On top of all these issues, he has weakened our democratic institutions by relentlessly smearing the free press, lowering the standards for our leaders' conduct and political discourse, shattering decades of ethical norms, dismissing legitimate concerns about Russian interference in our elections, and using the Presidency to enrich himself, his family, his business and his wealthy donors.","I opposed H.R. 1, the disastrous Republican tax legislation. The Republican tax bill is devastating for millions of middle- and lower-income Americans, especially in Maryland. The bill directs money to the wealthiest Americans by slashing the corporate tax rate, limiting the estate tax, and dramatically reducing the tax rates for pass-through companies. Despite raising revenue on the backs of everyday Americans, the tax legislation would still increase the deficit by approximately $1.5 trillion over ten years. Congressional Republicans have already made clear that, after their tax bill explodes the deficit, they will seek to cut programs like Social Security and Medicare. Budgets are statements of values; cutting programs relied on by millions of Americans in order to pay for tax breaks for the wealthy is unconscionable. You may be sure that I will continue to strongly support these indispensable programs. Ultimately, policies like the Republican budget resolution and tax bill are the result of the broken way in which we finance our politics. A money-in-politics system that allows corporations and the ultra-wealthy to pour money into campaigns and super-PACs will lead to policies that inflict widespread harm on the many to benefit the very few. That is why I introduced H.R. 20, the Government By the People Act, to help restore the voice of everyday Americans in our politics. The fact is, whether it's creating good jobs, education, health care or the environment, wealthy donors and Washington insiders are blocking progress on the issues that everyday citizens care most about.","While the national debt is an important long-term issue, drastically slashing spending to reduce the deficit and, eventually, the debt is misguided and counterproductive. Furthermore, ballooning the debt by passing $1.5 trillion in tax cuts and then insisting on cutting programs like Social Security and Medicare, as Congressional Republicans have done, is intellectually dishonest and would be disastrous for our country which is already dealing with an income inequality crisis. The best path towards a reduced national debt is sustained economic growth, which helps increase wages, boosts tax revenues collected by the government and organically decreases safety net spending. As the post-recession European experience has shown, austerity too often only serves to worsen economic downturns. There is no doubt that we will have to make tough choices between competing priorities. However, we must make these choices in a thoughtful way, being careful not to compromise the core values that have always sustained American progress - ensuring opportunity, strengthening community and promoting private enterprise and innovation.","Income inequality is among the most pressing issues facing our nation today. The top 10% of earners make more income than the next 90% combined. Income inequality does not just affect those who are struggling, it restricts national economic growth. Research has demonstrated that high levels of income inequality reduces Gross Domestic Product (GDP). We are all better off when economic gains are distributed more evenly. To combat this growing problem, we need to focus on economic policies that grow the middle class. These include ending tax breaks for the corporations who ship American jobs overseas, investing in national infrastructure, and raising the minimum wage. No American who works full time should have to worry about food security, homelessness, or health insurance. Also higher education, which dramatically reduces the chance that a person falls into poverty, should be achievable and affordable for all Americans who wish to pursue an advanced degree. Before we can solve this issue, we need a government that responds to the needs of the average American. The prevalence of money in politics is a corrupting force; it takes the attention away from the middle class and places it on the wealthy. I have introduced a bill, the Government by the People Act, in order to remedy this problem within our democracy. It will amplify the voice of small donors during election fundraising; candidates will need to turn their attention to where it belongs, the people.","Gun violence is a serious public safety concern in our country and Congress is long overdue in passing commonsense legislation to address this issue. I strongly believe that we have a responsibility to ensure that no more lives are cut short by gun violence. In the House of Representatives, I have consistently supported efforts to change federal gun laws. I cosponsored various legislation to prevent gun violence, urged Republican leaders to hold a hearing on federal investment in gun violence prevention research, sent a letter with my Democratic colleagues to President Trump urging him to meet with members of the Gun Violence Prevention Task Force, and voted in favor of legislation that included much needed funding for gun violence research. Like many Americans, I am deeply frustrated by the paralysis that infects Washington when it comes to progress on gun safety. But I still come to work each day believing that we can do better – that, together, we can find solutions to end the cycle of violence. We can start by appointing a Select Committee on Gun Violence. Congress needs to have a frank and transparent conversation about this scourge that is heightening fear and anxiety across every community. Let's have a robust debate about the causes of mass shootings, the impacts of gun violence on public health, and the commonsense reforms that will keep Americans safe. It is up to Congress to put public safety first, not the interests and profits of the gun lobby.","I am a strong supporter of the Affordable Care Act (ACA) and have opposed every attempt to repeal or defund this important law. While there is no question that improvements could be made to further lower costs and expand access to care for all Americans, some of the problems and rate increases over the past few years are directly tied to Republican attempts to sabotage the implementation and functioning of the ACA. President Trump's decision to withhold Cost Sharing Reduction (CSR) payments is shameful and, according to health insurers themselves, one of the primary reasons for the higher-than-expected premium increases announced in some states. I support bipartisan efforts to stabilize the health insurance markets and provide relief for Americans.","I travel home every evening, an opportunity many Members of Congress do not have, so I see firsthand how badly our infrastructure is in desperate need of repair. The need is particularly acute in Baltimore. I am a strong supporter of increased funding for national infrastructure investments and a long-term surface and public transportation bill that offers a cost-effective, safe, and reliable means of travel for all Americans. Mass transit is critically important for economic development, bolstering educational opportunities and improving quality of life. I remain extremely disappointed that Governor Hogan's transportation plan pulls back state funding for the Baltimore Red Line, which would help connect West and East Baltimore. If we want to lift up Baltimore's communities and provide them with the economic and educational opportunities they deserve, we need to develop a more robust and modern transportation network throughout the city. I have continued to encourage the Governor to reconsider his decision to abandon the Red Line. Events around the country, including what transpired in Baltimore, have spurred an important debate over law enforcement tactics. I strongly support the mandatory use of body cameras by police officers as a means of gathering evidence and increasing accountability, and have called for additional federal funds so that police departments can purchase body camera technologies. It is also important to provide better training and resources so that over the long-term, law enforcement officials can implement community policing strategies that promote safety in a collaborative, rather than adversarial fashion.","I am deeply concerned about the heroin- and opioid-abuse epidemic in our Nation, which has hit Maryland especially hard. I was a cosponsor of H.R. 953, the Comprehensive Addiction and Recovery Act (CARA), and I voted in favor of a large package of bills related to drug abuse and the opioid crisis. This package included H.R. 5046, the Comprehensive Opioid Abuse Reduction Act, which is similar to CARA, as well as a bipartisan bill I authored, H.R. 3680, the Co-Prescribing to Reduce Overdoses Act. H.R. 3680 creates a grant program under the Department of Health and Human Services (HHS) to expand access to life-saving medications to counter overdoses. More recently, I joined several of my colleagues in introducing the Substance Use Disorder Workforce Loan Repayment Act (H.R. 5102), a bipartisan bill to help increase the number of healthcare professionals working in addiction treatment and substance use disorder programs around the country. The legislation aims to close the addiction treatment gap in America – which is largely attributed to a shortage of treatment providers – by creating incentives, in the form of student loan forgiveness, for health care professionals who provide direct patient care at opioid treatment programs in high-need areas. Finally, I also serve on a Bipartisan Task Force to Combat the Heroin Epidemic whose aim is to create and implement solutions to end the heroin epidemic with a focus on expanding coordination among local and state officials, law enforcement agencies and medical professionals as well as increasing educational efforts.","My grandparents undertook an ocean voyage from Greece to begin a new life running a small restaurant here in Maryland, and committed themselves to strengthening the democratic fabric of this country. I see that same commitment in the families of our immigrant communities all throughout America. I am proud that Maryland has led the way on improving our immigration system by passing the Dream Act in our state and I will continue to support similar efforts at the Federal level. I voted against H.R. 1892, the Bipartisan Budget Act of 2018, which failed to provide relief to the 800,000 DREAMers in our country. I am a cosponsor of H.R. 3440, the bipartisan and bicameral DREAM Act which would provide eligible undocumented youth a path to U.S. citizenship. As a strong proponent of giving DREAMers an opportunity to build a life in this country without the constant fear of deportation, I have long supported DACA, which offers undocumented youth temporary protection from removal. I opposed President Trump's efforts to end provisional residency protections for some beneficiaries of the Temporary Protected Status (TPS) program. I condemned the Trump Administration's plan to end humanitarian protections for roughly 200,000 Salvadorans – 20,000 of whom reside in Maryland. I also joined my colleagues in a bipartisan letter to Congressional leadership urging them to bring a legislative solution to the floor that would provide protection for all beneficiaries of this critical humanitarian program.","Unfortunately, our trade policies have long assumed that ""free trade"" is the same as ""fair trade."" That assumption has touched off a race to the bottom where American jobs are shipped overseas to countries with non-existent labor standards and thread-bare environmental protections. We must reset our nation's trade policies to ensure that fairness and American values guide U.S. trade agreements so that we can level the playing field for American businesses. Sadly, the machinations coming out of the White House regarding the imposition of tariffs has caused unnecessary uncertainty for the US economy. While some action may be meritorious, we need a clearer plan from the Executive Branch. U.S. trade agreements must address labor rights, human rights, and environmental protection. I place a very high priority on preserving high-wage jobs, and on increasing the competitiveness of our companies domestically and abroad.","I supported the Iran nuclear agreement because I believe it will be effective in pulling Iran back from the threshold of becoming a nuclear weapon state and in keeping Iran away from that threshold for at least ten to twelve years. Thereafter, the detection regime that will remain in place, along with other U.S. and allied intelligence capabilities, should allow the United States to discover any attempt by Iran to breakout to a nuclear weapon and to make that discovery in time to thwart such an attempt. President Trump's reckless decision not to certify Iran's compliance with the JCPOA weakens the United States, isolates us from our allies and undermines our credibility in future diplomatic efforts. There is no evidence that Iran has violated the terms of the JCPOA and the International Atomic Energy Agency, the Secretaries of Defense and State, the National Security Advisor and the Chairman of the Joint Chiefs of Staff have all attested to Iran's compliance. While there is no question that Iran has continued its destabilizing activities by supporting terrorism and expanding its ballistic missile programs, these issues fall outside of the scope of the JCPOA. Congress should continue to counter Iran's malicious behaviors without threatening the agreement that prevents it from developing nuclear weapons.","I believe it is more important than ever that the United States continue to support international efforts that promote peace, stability and democracy in the world. I also believe the United States must use all economic, political and diplomatic sanctions and other non-military options available to the United States to press North Korea to curb its nuclear proliferation activities and bring greater peace to the region. I believe that nuclear non-proliferation, as well as securing loose nuclear material, should be a key U.S. policy objective. Nuclear weapons testing in North Korea, a now-halted nuclear program in Iran, and instability in Pakistan all make it necessary for the U.S. to take a leadership role in reigning in nuclear proliferation. I am extremely concerned by the statements made by President Trump during the campaign that indicated a nonchalant attitude towards these destructive weapons and will fight to preserve nonproliferation as one of the chief aims of United States foreign policy. I am a cosponsor of H.R. 669, the Restricting First Use of Nuclear Weapons Act. This legislation would prohibit the President of the United States from conducting a first use nuclear attack unless such action has been approved by a Congressional declaration of war, which explicitly authorizes use of such force. H.R. 4140, the No Unconstitutional Strike against North Korea Act, would prohibit a military strike against North Korea without explicit Congressional authorization, unless the United States was attacked first.",How do you assess the Trump administration so far?,Do you support or oppose the federal tax cuts passed in 2017? What effect do you believe they will have on the economy?,"Is the level of national debt a concern? What, if anything, should be done to reduce it or constrain its increase?","Is the level of economic inequality in the United States a problem, and if so, what should the federal government do to address it?","Should federal gun laws be changed, and if so, how?","What should Congress do with respect to the Affordable Care Act? Should it be strengthened, and if so, how? Should it be scrapped? If so, what if anything should replace it?",What role should the federal government play in helping cities like Baltimore?,What can Congress do to address the opioid epidemic?,What changes if any should Congress make to our immigration and deportation laws and policies?,"Should the United States continue with the free trade policies it pursued for the last several decades, or should it enact restrictions in an attempt to help domestic industries?",Do you support the Iran nuclear deal?,How should the United States address the rise of North Korea’s nuclear program?,Trump record,2038 Tax cuts,National debt,Income inequality,Gun laws,ACA,Urban policy,Opioids,Immigration,Free trade,Iran,North Korea
,NO,Representative in Congress,3,Rob Seyfferth,Seyfferth,,,Republican,Anne Arundel County,,robseyfferthforcongress,robseyfferthforcongress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NO,Representative in Congress,2,Mark Shell,Shell,,,Republican,Baltimore County,http://www.shellforcongress.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NO,Representative in Congress,7,Charles U. Smith,Smith,,,Democratic,Baltimore City,http://www.charlesusmith.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NO,Representative in Congress,8,Summer Spring,Spring,,,Democratic,Montgomery County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NO,Representative in Congress,7,Charles Stokes,Stokes,,,Democratic,Baltimore County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YES,NO,Representative in Congress,7,Swami Swaminathan,Swaminathan,,,Unaffiliated,Howard County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NO,Representative in Congress,1,Lamont Taylor,Taylor,,,Republican,Caroline County,http://www.lamonttaylorforcongress.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NO,Representative in Congress,2,Mitchell J.  Toland Jr.,Toland,,,Republican,Baltimore County,http://www.mitchformd.com,,mitch_toland_jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YES,Representative in Congress,6,David Trone,Trone,09/21/1955,Potomac,Democratic,Montgomery County,http://www.davidtrone.com,davidjtrone,davidjtrone,http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/296249/4299807/52-5d307fc6872df10b59b2cb60aca45b41_Headshot.jpg,"I earned a B.A. from Furman University in 1977, graduating magna cum laude, Phi Beta Kappa. By taking out student loans I was able to continue my education, and I earned an MBA from the Wharton School at the University of Pennsylvania in 1985. I serve on the boards of American University, Furman University, the Baker Retail Center at Wharton, the Baltimore Symphony Orchestra, the Atlantic Council, Suburban Hospital, the Montgomery County Chamber of Commerce, and the Wharton Graduate Board.","Starting with one store, I built my company Total Wine & More, the largest private wine retailer in the United States. We have 6,000 employees nationwide, 600 of whom are based at our headquarters in Bethesda. The key to our success is investing in our employees. That's why we pay higher wages and benefits than our competitors. In most retail, 25% of employees are full-time and receive benefits while 75% are part-time and do not. In my business, it's the opposite. 75% of our employees are full-time and get full benefits, which include retirement, PTO, and medical insurance. Total Wine & More invests in our employees by paying for them to earn their GEDs and has a pilot program with the University of Maryland that offers a four-year college degree paid for by the company. As and one of the lowest employee turnover rates in the retail industry. We pride ourselves on being a socially responsible employer. In 2002, a decade before Maryland legalized same-sex marriage, we offered partner benefits to same-sex couples. We have banned the box asking about criminal convictions on employment forms and hired over 100 returning citizens. We're working with the ACLU to encourage others to follow our lead. Total Wine & More also gives back to the communities we're in. We've given to over 7,000 local charities including food banks, women's shelters, organizations that support people with Autism, the Make a Wish Foundation, Boys and Girls' Clubs, and others that play major roles in people's lives.","The Trump administration has been a complete failure. Many of his proposals will aggravate existing problems rather than solve them. Rather than declaring a national emergency on opioids and following the recommendations of his commission, he proposes stiffer sentences for drug crimes. Rather than implementing bi-partisan comprehensive immigration reform, he's trying to deport 800,000 DREAMers. Rather than working with our trade partners, he's imposing tariffs that will be devastating to Maryland agriculture and the port of Baltimore. Good leaders find solutions that work, not just ones that appeal to their supporters. This requires a thorough knowledge of relevant facts and a dispassionate assessment of alternative approaches. Trump has shown himself not to understand the basic important facts, and his comparisons of his own proposals with alternatives depend more on exaggerated rhetoric than analysis and insights. In business school and in applying its lessons for more than 30 years since, I've learned that the best solutions are those in which almost every party involved is satisfied with the outcome. This contrasts sharply with the words Trump uses to excite his followers and the way he treats others. Treating others humanely and respectfully is more likely to result in successful negotiations than calling opponents ""bums,"" ""losers,"" or encouraging darker instincts. And I'm disgusted by the way that he treats women.","I strongly oppose them. Speaking as a business owner, this was a giveaway to people who don't need it, while hurting working families. The law is based on a series of illusions. Contrary to its proponents' claims, the law will not generate the promised economic gains; will create long-term economic problems; fails to address a series of pressing needs; and will aggravate rather than mitigate our underlying political divisions. I draw on my training in business management and more than three decades experience in running a successful business in making this assessment. For objective information about law's impact, I use the work of the Penn Wharton Budget Model (PWBM), a non-partisan effort of which I am a proud early supporter. In politics as in business, one cannot make good decisions without reliable information. PWBM's assessment finds that the promise of dramatic economic growth is an illusion. Instead, 10-year GDP growth will be only 0.6 to 1.1 percent larger than growth expected with no tax bill. The law will provide a financial windfall to the very largest C corporations, but it does not include incentives for investments that will benefit the larger economy. Proponents of the tax law mistakenly believe companies will invest this windfall in new jobs, but both history and comments by top CEOs suggest otherwise. The idea that corporate tax savings lead to job growth is an illusion; history shows us that very little of corporate tax cuts ""trickle down"" to workers.","I oppose increasing the national debt to pay for tax cuts for people who don't need them. I was an early supporter of the Penn Wharton Budget Model, a nonpartisan, research-based initiative that provides accurate, accessible and transparent economic analysis of public policy's fiscal impact. I supported this project, in part, because I believe that we need reliable analysis to assess whether short-term spending makes sense in the long-term. As I've mentioned in my previous answer, the model found that the Trump tax giveaway to large corporations is not a good long-term investment. We should not be leaving our children with debt to pay for tax cuts for people and corporations that don't need them. There are, however, investments we need to make that pay dividends in the long run. Alzheimer's is a great example. We spend over $200 billion every year caring for people who suffer from this horrible disease. That number is only going to increase as the baby boomer generation enters old age. But we spend just over $1 billion on funding NIH research on the disease. I've repeatedly called for doubling the budget of the NIH to fund research for Alzheimer's and other diseases. It's counterproductive not to invest the money now, when it could save our nations billions in the long run.","Economic inequality is a serious problem. I've been fortunate in my life to start and grow a successful business. But I didn't start out with much. I grew up on my family's struggling farm, working 12-hour shifts at $1.80 an hour, cleaning hog and chicken pens, and went to graduate school on student loans. We should raise the minimum wage immediately. Increasing the minimum wage is the best way to reduce poverty and increase worker productivity. With that, we also need to pass a law tying the minimum wage to inflation. The federal minimum wage has not gone up since 2009, and it hasn't kept pace with the rising cost of living. It would be almost $11 today if it had kept up with inflation. 35 million Americans would directly benefit from a minimum wage increase. 89% of them are 20 years or older and 30% of them are women. We also need to close the gender pay gap. Studies show that closing the pay gap for women, who make up 46% of the workforce, would be a great boon to the economy. President Trump likes to talk about economic growth, but he's rolled back Obama-era equal pay protections. This is bad for women and bad for the economy. Congress needs to get us back on the right track by codifying former President Obama's equal pay protections into law and by finally passing the Paycheck Fairness Act.","It's long past time to pass reasonable gun-safety laws. Every year, there are over 30,000 gun-related deaths in America, and we must take action to stop the violence. I'm proud of the high school students from Parkland, Florida, who have started a movement of young people who are helping to force our Congress to take action. In Congress, I'll take on the NRA and work with both sides of the aisle to pass common-sense gun safety laws. The first thing we need to do is reject political dark money. I will never take a penny from any special interest, and I'll never back down when it comes to confronting the NRA and fighting for our families. Among my top priorities for action is expanding background checks that keep guns out of the hands of people with a history of violence or serious mental illness by closing the gun-show and internet loopholes. As part of a new effort to expand background checks, we must pass laws that keep guns out of the hands of those who have a history of domestic abuse. Violent people must not have easy access to firearms. Most of the mass shootings our country has suffered have been young people who have been able to purchase military-style assault weapons. I also favor banning so called 'bump stocks' that turn semi-automatic weapons into automatic weapons, like the one used by the deranged shooter in Las Vegas.","Quality healthcare is a basic human right, and the government's job is to ensure that right for all Americans. With the passage of the Affordable Care Act, we've made great strides towards realizing the goal of universal health coverage for all Americans. Uninsured rates are at historic lows, and millions of people have gained coverage. Donald Trump and the Republican Congress want to take us backward. Their plan would cause millions to lose their coverage and make healthcare more expensive for millions more. The Affordable Care Act isn't perfect, but we need to modify and build on it, not repeal it. We need to close the Medicaid coverage gap and expand Medicaid in all 50 states. The Republican plan takes us in the wrong direction by gutting the funding for Medicaid expansion. 31 states in the District of Columbia have expanded the program and Republican Governors who were skeptical at first are now admitting that Medicaid expansion has been good for their states. Let's keep the funding and work with the remaining 19 states to close the Medicaid gap. We also need to bring costs down. Health care providers are incentivized to perform costly tests that aren't necessary. We should find ways to change the incentives so that providers are rewarded for treating patients not for performing tests. Additionally, we should focus on wellness and preventative medicine. When people are empowered to make good decisions about diet, exercise, flu shots, not smoking, and getting yearly checkups, healthcare costs go down.","Investing in education is a major step that the federal government needs to take in order to helping cities like Baltimore. Universal pre-k is the first step. There's no question that higher income kids start off with an advantage before Kindergarten even begins. One study shows that higher income kids will have heard 30 million more words by age three than their low-income peers. I support Congressman Delaney's Early Learning Act, which will create universal pre-k starting at age 4. The bill establishes an Early Education Trust Fund for the program, funded by increased efforts to ensure the wealthiest Americans pay their fair share on income, dividends, and capital gains. In addition to universal pre-k there are other steps that we must take to close the achievement gap. In too many places across the country, schools are funded by local property taxes, which puts schools in poor neighborhoods at a disadvantage. That's why I support increases in Title I federal funding for schools that serve low-income students to help level the playing field. We also need to consider innovative programs like community schools that provide programs like health and social services and community development. These schools are open outside of normal school hours and the programs are available to anyone who needs them. I also support infrastructure projects like the Red Line. Hogan's decision not to fund it was a lost opportunity for jobs and economic development in Baltimore, which would generate tax revenue for the entire state.","The opioid epidemic is the most important issue facing the Sixth District right now. In 2016, 64,000 Americans died from overdoses – my nephew Ian was one of them. Every day that we don't act hundreds of people will die. - 74,000 I've put together a comprehensive plan to tackle the opioid crisis. You can read it at davidtrone.com/issue/opioid-crisis I propose investing $100 million over the next 10 years. That may seem like a lot of money, but the cost of inaction is that 750,000 people, which is roughly the entire population of Baltimore city, people will die over the next 10 years. Additionally, the crisis costs our nation $80 billion every year in medical care, imprisonment, and lost productivity. My plan calls for teaching kids about the dangers of opioids from an early age, much like we did with tobacco in the 1990s. It also calls for restoring the DEA's authority to crack down on suspicious drug shipments. A Washington Post/60 Minutes Expose revealed that in 2016 Congress unanimously voted to take away this vital tool from the DEA. Yet even after this was brought to light, Congress has not reversed this action. This is because they are in the pockets of big pharmaceutical companies, who give more to politicians than any industry in the country. I will vote to restore the DEA's authority and I won't be taking a dime from big pharma or any other PACs or lobbyists. I want to be your Congressman, not theirs.","Immigrants are an important part of American society and should have a path to citizenship. Trump's mass deportations, travel bans, and rescinding of DACA and TPS protections are antithetical to American values. We all benefit from the rich cultural and economic diversity immigrants bring to our community. Research shows that immigrants improve the quality of life for all Americans. Immigrants and their children founded over 40% of Fortune 500 companies, including Apple, Ebay, and Google, and these companies employ more than ten million people worldwide. We also should reduce the amount of time it takes for applicants to receive work authorization. It shouldn't take someone 10 years to get a visa if they have valuable job skills that can boost our economy. Everyone who works hard and plays by the rules should feel welcome in America.","We need trade for the economy to grow. The questions are whether the trade agreements will be fair and whether we will help families and communities that are hurt by trade. We have not done either of those in recent deals. Trump's trade war will only make matters worse, though. The number one industry in Maryland has always been and continues to be agriculture. That along with the port of Baltimore means that a trade war will is not only bad for the country but will disproportionately hurt farmers and businesses in Maryland.","The nuclear deal with Iran, which the US and other major powers signed, must be enforced with vigilance. The objective of the deal – as well as our broader policy – must be clear: Iran will never acquire a nuclear weapon. If Iran is found to cheat, the consequences must be swift and severe. We must maintain the ability, and the political will, to ""snap back"" sanctions if Iran fails to live up to its commitments. All options must be on the table to prevent Iran from acquiring a nuclear bomb that threatens not only Israel, but also other allies in the Middle East and beyond. Iran has tested ballistic missiles, giving rise to action by the UN Security Council, which I support. Further, the IAEA needs to make robust inspections of Iranian military sites, and we should increase sanctions for Iran's non-nuclear activities in supporting Hezbollah with weapons, shooting ballistic missiles, and funding terrorist activities throughout the Middle East. Iran could abide by the deal, and still achieve breakout capacity in roughly the next decade; specifically, further vigilance should be paid to the sunset clauses in the deal, which seemingly put Iran on a path to acquiring a nuclear weapon in a matter of years. In Congress, I will support legislation that clarifies that Iran must be sanctioned for its missile program and maintains the sanctions architecture if they cheat on the nuclear deal.","I am skeptical that the President and his administration have a well-thought-out plan to work towards denuclearizing North Korea. Trump's decision to accept a summit with Kim Jong Un gives the dictator legitimacy on the world stage. If he fails to extract any concessions, the President will have given this away for nothing. I do agree with the President that we should negotiate with North Korea and impose sanctions when they violate their agreements. But negotiations will have a higher chance of success if they are carried out by experienced professionals and not by people who impulsively Tweet about the size of their button.",How do you assess the Trump administration so far?,Do you support or oppose the federal tax cuts passed in 2017? What effect do you believe they will have on the economy?,"Is the level of national debt a concern? What, if anything, should be done to reduce it or constrain its increase?","Is the level of economic inequality in the United States a problem, and if so, what should the federal government do to address it?","Should federal gun laws be changed, and if so, how?","What should Congress do with respect to the Affordable Care Act? Should it be strengthened, and if so, how? Should it be scrapped? If so, what if anything should replace it?",What role should the federal government play in helping cities like Baltimore?,What can Congress do to address the opioid epidemic?,What changes if any should Congress make to our immigration and deportation laws and policies?,"Should the United States continue with the free trade policies it pursued for the last several decades, or should it enact restrictions in an attempt to help domestic industries?",Do you support the Iran nuclear deal?,How should the United States address the rise of North Korea’s nuclear program?,Trump record,2039 Tax cuts,National debt,Income inequality,Gun laws,ACA,Urban policy,Opioids,Immigration,Free trade,Iran,North Korea
,NO,Representative in Congress,8,John Walsh,Walsh,,,Republican,Montgomery County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NO,Representative in Congress,8,Victor Williams,Williams,,,Republican,Montgomery County,http://www.trumpcongress.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NO,Representative in Congress,1,Steve Worton,Worton,,,Democratic,Harford County,http://www.worton4congress.org,worton4congress,Worton4Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NO,Representative in Congress,8,Jasen Wunder,Wunder,,,Libertarian,Carroll County,http://www.jasenwunder.org,jasenwunder,jasenwunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YES,NO,Representative in Congress,6,Chin Yeh,Yeh,,,Unaffiliated,Montgomery County,,chinyeh2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
